concurrency,requests,failed,ttft_p50,ttft_p95,tpot_avg_ms,tpot_p95_ms,throughput,wall_s
1,12,0,0.07124324998585507,0.07219245802843943,27.700392060995338,27.820489504081234,35.64133070802696,43.09603400004562
4,12,0,0.0770773749682121,0.07903162500588223,32.35230194814161,32.36700131513882,122.24599924146348,12.564828375005163
8,12,0,0.08789749996503815,0.08950920798815787,36.54598930974832,38.654095472632285,167.17373326017378,9.188046291994397
16,12,0,0.09116187499603257,5.077031957975123,36.56682912481055,38.697167653975434,167.17541552218245,9.187953834014479
32,12,0,0.09134716697735712,5.06398962502135,36.49442328288791,38.584680441312315,167.4357002552455,9.17367083398858
