concurrency,requests,failed,ttft_p50,ttft_p95,tpot_avg_ms,tpot_p95_ms,throughput,wall_s
1,10,0,0.072933458010084,0.0912711249984568,28.024235269291726,28.17222080308042,35.20849462481369,36.354863041997305
4,10,0,0.07982279200223275,0.08224395899742376,32.05653520158444,32.70695537789798,104.01096551851481,12.306394750004984
8,10,0,0.09125033300369978,0.0932604999979958,37.107874868530686,38.95677952760442,143.76163443881833,8.90362720900157
16,10,0,0.09745062499132473,5.124389375007013,37.127176673228554,39.029203086617535,144.09769170549575,8.882862625003327
